Date,Province,District,Sector,Population,Simple malaria cases,incidence
2020-04-01,Western,Rutsiro,Rusebeya,25560,5,0.19561815336463223
2020-05-01,Western,Rutsiro,Rusebeya,25560,1,0.03912363067292644
2020-06-01,Western,Rutsiro,Rusebeya,25560,5,0.19561815336463223
2020-07-01,Western,Rutsiro,Rusebeya,25560,3,0.11737089201877934
2020-08-01,Western,Rutsiro,Rusebeya,25560,0,0.0
2020-09-01,Western,Rutsiro,Rusebeya,25560,3,0.11737089201877934
2020-10-01,Western,Rutsiro,Rusebeya,25560,2,0.07824726134585289
2020-11-01,Western,Rutsiro,Rusebeya,25560,5,0.19561815336463223
2020-12-01,Western,Rutsiro,Rusebeya,25560,0,0.0
2021-01-01,Western,Rutsiro,Rusebeya,26098,0,0.0
2021-02-01,Western,Rutsiro,Rusebeya,26098,2,0.0766342248448157
2021-03-01,Western,Rutsiro,Rusebeya,26098,3,0.11495133726722354
2021-04-01,Western,Rutsiro,Rusebeya,26098,2,0.0766342248448157
2021-05-01,Western,Rutsiro,Rusebeya,26098,3,0.11495133726722354
2021-06-01,Western,Rutsiro,Rusebeya,26098,2,0.0766342248448157
2021-07-01,Western,Rutsiro,Rusebeya,26098,3,0.11495133726722354
2021-08-01,Western,Rutsiro,Rusebeya,26098,0,0.0
2021-09-01,Western,Rutsiro,Rusebeya,26098,1,0.03831711242240785
2021-10-01,Western,Rutsiro,Rusebeya,26098,1,0.03831711242240785
2021-11-01,Western,Rutsiro,Rusebeya,26098,3,0.11495133726722354
2021-12-01,Western,Rutsiro,Rusebeya,26098,1,0.03831711242240785
2022-01-01,Western,Rutsiro,Rusebeya,26648,4,0.15010507355148603
2022-02-01,Western,Rutsiro,Rusebeya,26648,0,0.0
2022-03-01,Western,Rutsiro,Rusebeya,26648,0,0.0
2022-04-01,Western,Rutsiro,Rusebeya,26648,2,0.07505253677574301
2022-05-01,Western,Rutsiro,Rusebeya,26648,5,0.18763134193935757
2022-06-01,Western,Rutsiro,Rusebeya,26648,15,0.5628940258180727
2022-07-01,Western,Rutsiro,Rusebeya,26648,3,0.11257880516361453
2022-08-01,Western,Rutsiro,Rusebeya,26648,1,0.03752626838787151
2022-09-01,Western,Rutsiro,Rusebeya,26648,1,0.03752626838787151
2022-10-01,Western,Rutsiro,Rusebeya,26648,1,0.03752626838787151
2022-11-01,Western,Rutsiro,Rusebeya,26648,1,0.03752626838787151
2022-12-01,Western,Rutsiro,Rusebeya,26648,1,0.03752626838787151
2023-01-01,Western,Rutsiro,Rusebeya,27209,5,0.18376272556874562
2023-02-01,Western,Rutsiro,Rusebeya,27209,2,0.07350509022749825
2023-03-01,Western,Rutsiro,Rusebeya,27209,0,0.0
2023-04-01,Western,Rutsiro,Rusebeya,27209,0,0.0
2023-05-01,Western,Rutsiro,Rusebeya,27209,0,0.0
2023-06-01,Western,Rutsiro,Rusebeya,27209,1,0.036752545113749126
2023-07-01,Western,Rutsiro,Rusebeya,27209,3,0.11025763534124738
2023-08-01,Western,Rutsiro,Rusebeya,27209,1,0.036752545113749126
2023-09-01,Western,Rutsiro,Rusebeya,27209,0,0.0
2023-10-01,Western,Rutsiro,Rusebeya,27209,1,0.036752545113749126
2023-11-01,Western,Rutsiro,Rusebeya,27209,2,0.07350509022749825
2023-12-01,Western,Rutsiro,Rusebeya,27209,2,0.07350509022749825
2024-01-01,Western,Rutsiro,Rusebeya,27782,2,0.0719890576632352
2024-02-01,Western,Rutsiro,Rusebeya,27782,3,0.10798358649485278
2024-03-01,Western,Rutsiro,Rusebeya,27782,1,0.0359945288316176
2024-04-01,Western,Rutsiro,Rusebeya,27782,2,0.0719890576632352
2024-05-01,Western,Rutsiro,Rusebeya,27782,4,0.1439781153264704
2024-06-01,Western,Rutsiro,Rusebeya,27782,5,0.17997264415808795
2024-07-01,Western,Rutsiro,Rusebeya,27782,1,0.0359945288316176
2024-08-01,Western,Rutsiro,Rusebeya,27782,1,0.0359945288316176
2024-09-01,Western,Rutsiro,Rusebeya,27782,2,0.0719890576632352
2024-10-01,Western,Rutsiro,Rusebeya,27782,1,0.0359945288316176
2024-11-01,Western,Rutsiro,Rusebeya,27782,1,0.0359945288316176
2024-12-01,Western,Rutsiro,Rusebeya,27782,5,0.17997264415808795
2025-01-01,Western,Rutsiro,Rusebeya,27782,3,0.10798358649485278
2025-02-01,Western,Rutsiro,Rusebeya,27782,2,0.0719890576632352
2025-03-01,Western,Rutsiro,Rusebeya,27782,2,0.0719890576632352
2025-04-01,Western,Rutsiro,Rusebeya,27782,1,0.0359945288316176
2025-05-01,Western,Rutsiro,Rusebeya,27782,0,0.0
2020-01-01,Southern,Nyaruguru,Rusenge,26334,268,10.176957545378599
2020-02-01,Southern,Nyaruguru,Rusenge,26334,330,12.531328320802004
2020-03-01,Southern,Nyaruguru,Rusenge,26334,142,5.392268550163287
2020-04-01,Southern,Nyaruguru,Rusenge,26334,76,2.886002886002886
2020-05-01,Southern,Nyaruguru,Rusenge,26334,110,4.177109440267335
2020-06-01,Southern,Nyaruguru,Rusenge,26334,116,4.404951773372826
2020-07-01,Southern,Nyaruguru,Rusenge,26334,93,3.5315561631351104
2020-08-01,Southern,Nyaruguru,Rusenge,26334,127,4.8226627173995595
2020-09-01,Southern,Nyaruguru,Rusenge,26334,143,5.430242272347535
2020-10-01,Southern,Nyaruguru,Rusenge,26334,94,3.5695298853193593
2020-11-01,Southern,Nyaruguru,Rusenge,26334,110,4.177109440267335
2020-12-01,Southern,Nyaruguru,Rusenge,26334,144,5.468215994531785
2021-01-01,Southern,Nyaruguru,Rusenge,26621,154,5.7849066526426505
2021-02-01,Southern,Nyaruguru,Rusenge,26621,155,5.822470981555915
2021-03-01,Southern,Nyaruguru,Rusenge,26621,163,6.122985612862026
2021-04-01,Southern,Nyaruguru,Rusenge,26621,116,4.35746215393862
2021-05-01,Southern,Nyaruguru,Rusenge,26621,250,9.391082228315991
2021-06-01,Southern,Nyaruguru,Rusenge,26621,395,14.837909920739266
2021-07-01,Southern,Nyaruguru,Rusenge,26621,192,7.212351151346682
2021-08-01,Southern,Nyaruguru,Rusenge,26621,250,9.391082228315991
2021-09-01,Southern,Nyaruguru,Rusenge,26621,187,7.024529506780361
2021-10-01,Southern,Nyaruguru,Rusenge,26621,299,11.231734345065925
2021-11-01,Southern,Nyaruguru,Rusenge,26621,537,20.17204462642275
2021-12-01,Southern,Nyaruguru,Rusenge,26621,410,15.401374854438226
2022-01-01,Southern,Nyaruguru,Rusenge,26911,433,16.090074690646947
2022-02-01,Southern,Nyaruguru,Rusenge,26911,498,18.50544387053621
2022-03-01,Southern,Nyaruguru,Rusenge,26911,502,18.65408197391401
2022-04-01,Southern,Nyaruguru,Rusenge,26911,476,17.687934301958308
2022-05-01,Southern,Nyaruguru,Rusenge,26911,574,21.32956783471443
2022-06-01,Southern,Nyaruguru,Rusenge,26911,786,29.20738731373788
2022-07-01,Southern,Nyaruguru,Rusenge,26911,568,21.10661067964773
2022-08-01,Southern,Nyaruguru,Rusenge,26911,414,15.384043699602394
2022-09-01,Southern,Nyaruguru,Rusenge,26911,532,19.76886774924752
2022-10-01,Southern,Nyaruguru,Rusenge,26911,577,21.44104641224778
2022-11-01,Southern,Nyaruguru,Rusenge,26911,787,29.244546839582327
2022-12-01,Southern,Nyaruguru,Rusenge,26911,562,20.883653524581028
2023-01-01,Southern,Nyaruguru,Rusenge,27204,419,15.40214674312601
2023-02-01,Southern,Nyaruguru,Rusenge,27204,306,11.248345831495369
2023-03-01,Southern,Nyaruguru,Rusenge,27204,201,7.388619320688134
2023-04-01,Southern,Nyaruguru,Rusenge,27204,210,7.719453021614468
2023-05-01,Southern,Nyaruguru,Rusenge,27204,202,7.42537862079106
2023-06-01,Southern,Nyaruguru,Rusenge,27204,222,8.16056462284958
2023-07-01,Southern,Nyaruguru,Rusenge,27204,206,7.572415821202765
2023-08-01,Southern,Nyaruguru,Rusenge,27204,167,6.138803117188648
2023-09-01,Southern,Nyaruguru,Rusenge,27204,217,7.976768122334952
2023-10-01,Southern,Nyaruguru,Rusenge,27204,271,9.961770327892957
2023-11-01,Southern,Nyaruguru,Rusenge,27204,225,8.27084252315836
2023-12-01,Southern,Nyaruguru,Rusenge,27204,271,9.961770327892957
2024-01-01,Southern,Nyaruguru,Rusenge,27501,425,15.4539834915094
2024-02-01,Southern,Nyaruguru,Rusenge,27501,182,6.6179411657757905
2024-03-01,Southern,Nyaruguru,Rusenge,27501,219,7.963346787389549
2024-04-01,Southern,Nyaruguru,Rusenge,27501,292,10.6177957165194
2024-05-01,Southern,Nyaruguru,Rusenge,27501,198,7.199738191338497
2024-06-01,Southern,Nyaruguru,Rusenge,27501,287,10.435984146031053
2024-07-01,Southern,Nyaruguru,Rusenge,27501,179,6.508854223482782
2024-08-01,Southern,Nyaruguru,Rusenge,27501,156,5.672520999236391
2024-09-01,Southern,Nyaruguru,Rusenge,27501,171,6.217955710701429
2024-10-01,Southern,Nyaruguru,Rusenge,27501,448,16.29031671575579
2024-11-01,Southern,Nyaruguru,Rusenge,27501,358,13.017708446965564
2024-12-01,Southern,Nyaruguru,Rusenge,27501,365,13.272244645649248
2025-01-01,Southern,Nyaruguru,Rusenge,27501,401,14.58128795316534
2025-02-01,Southern,Nyaruguru,Rusenge,27501,367,13.344969273844587
2025-03-01,Southern,Nyaruguru,Rusenge,27501,482,17.526635395076543
2025-04-01,Southern,Nyaruguru,Rusenge,27501,478,17.381186138685866
2025-05-01,Southern,Nyaruguru,Rusenge,27501,189,6.872477364459474
2020-01-01,Northern,Gicumbi,Rushaki,14540,15,1.031636863823934
2020-02-01,Northern,Gicumbi,Rushaki,14540,5,0.343878954607978
2020-03-01,Northern,Gicumbi,Rushaki,14540,6,0.4126547455295736
2020-04-01,Northern,Gicumbi,Rushaki,14540,1,0.0687757909215956
2020-05-01,Northern,Gicumbi,Rushaki,14540,4,0.2751031636863824
2020-06-01,Northern,Gicumbi,Rushaki,14540,0,0.0
2020-07-01,Northern,Gicumbi,Rushaki,14540,1,0.0687757909215956
2020-08-01,Northern,Gicumbi,Rushaki,14540,0,0.0
2020-09-01,Northern,Gicumbi,Rushaki,14540,0,0.0
2020-10-01,Northern,Gicumbi,Rushaki,14540,0,0.0
2020-11-01,Northern,Gicumbi,Rushaki,14540,0,0.0
2020-12-01,Northern,Gicumbi,Rushaki,14540,0,0.0
2021-01-01,Northern,Gicumbi,Rushaki,14792,5,0.3380205516495403
2021-02-01,Northern,Gicumbi,Rushaki,14792,0,0.0
2021-03-01,Northern,Gicumbi,Rushaki,14792,1,0.06760411032990807
2021-04-01,Northern,Gicumbi,Rushaki,14792,2,0.13520822065981614
2021-05-01,Northern,Gicumbi,Rushaki,14792,0,0.0
2021-06-01,Northern,Gicumbi,Rushaki,14792,1,0.06760411032990807
2021-07-01,Northern,Gicumbi,Rushaki,14792,1,0.06760411032990807
2021-08-01,Northern,Gicumbi,Rushaki,14792,0,0.0
2021-09-01,Northern,Gicumbi,Rushaki,14792,2,0.13520822065981614
2021-10-01,Northern,Gicumbi,Rushaki,14792,0,0.0
2021-11-01,Northern,Gicumbi,Rushaki,14792,1,0.06760411032990807
2021-12-01,Northern,Gicumbi,Rushaki,14792,1,0.06760411032990807
2022-01-01,Northern,Gicumbi,Rushaki,15048,5,0.3322700691121744
2022-02-01,Northern,Gicumbi,Rushaki,15048,3,0.19936204146730463
2022-03-01,Northern,Gicumbi,Rushaki,15048,5,0.3322700691121744
2022-04-01,Northern,Gicumbi,Rushaki,15048,1,0.06645401382243488
2022-05-01,Northern,Gicumbi,Rushaki,15048,4,0.2658160552897395
2022-06-01,Northern,Gicumbi,Rushaki,15048,5,0.3322700691121744
2022-07-01,Northern,Gicumbi,Rushaki,15048,2,0.13290802764486975
2022-08-01,Northern,Gicumbi,Rushaki,15048,5,0.3322700691121744
2022-09-01,Northern,Gicumbi,Rushaki,15048,7,0.46517809675704413
2022-10-01,Northern,Gicumbi,Rushaki,15048,8,0.531632110579479
2022-11-01,Northern,Gicumbi,Rushaki,15048,7,0.46517809675704413
2022-12-01,Northern,Gicumbi,Rushaki,15048,8,0.531632110579479
2023-01-01,Northern,Gicumbi,Rushaki,15309,6,0.3919263178522438
2023-02-01,Northern,Gicumbi,Rushaki,15309,4,0.2612842119014958
2023-03-01,Northern,Gicumbi,Rushaki,15309,5,0.32660526487686986
2023-04-01,Northern,Gicumbi,Rushaki,15309,9,0.5878894767783657
2023-05-01,Northern,Gicumbi,Rushaki,15309,21,1.371742112482853
2023-06-01,Northern,Gicumbi,Rushaki,15309,7,0.45724737082761774
2023-07-01,Northern,Gicumbi,Rushaki,15309,13,0.8491736886798615
2023-08-01,Northern,Gicumbi,Rushaki,15309,6,0.3919263178522438
2023-09-01,Northern,Gicumbi,Rushaki,15309,10,0.6532105297537397
2023-10-01,Northern,Gicumbi,Rushaki,15309,5,0.32660526487686986
2023-11-01,Northern,Gicumbi,Rushaki,15309,11,0.7185315827291135
2023-12-01,Northern,Gicumbi,Rushaki,15309,11,0.7185315827291135
2024-01-01,Northern,Gicumbi,Rushaki,15574,18,1.1557724412482342
2024-02-01,Northern,Gicumbi,Rushaki,15574,9,0.5778862206241171
2024-03-01,Northern,Gicumbi,Rushaki,15574,11,0.7063053807628098
2024-04-01,Northern,Gicumbi,Rushaki,15574,7,0.44946706048542445
2024-05-01,Northern,Gicumbi,Rushaki,15574,8,0.5136766405547708
2024-06-01,Northern,Gicumbi,Rushaki,15574,5,0.3210479003467317
2024-07-01,Northern,Gicumbi,Rushaki,15574,9,0.5778862206241171
2024-08-01,Northern,Gicumbi,Rushaki,15574,6,0.3852574804160781
2024-09-01,Northern,Gicumbi,Rushaki,15574,12,0.7705149608321562
2024-10-01,Northern,Gicumbi,Rushaki,15574,4,0.2568383202773854
2024-11-01,Northern,Gicumbi,Rushaki,15574,7,0.44946706048542445
2024-12-01,Northern,Gicumbi,Rushaki,15574,9,0.5778862206241171
2025-01-01,Northern,Gicumbi,Rushaki,15574,7,0.44946706048542445
2025-02-01,Northern,Gicumbi,Rushaki,15574,10,0.6420958006934634
2025-03-01,Northern,Gicumbi,Rushaki,15574,21,1.3484011814562733
2025-04-01,Northern,Gicumbi,Rushaki,15574,20,1.2841916013869268
2025-05-01,Northern,Gicumbi,Rushaki,15574,17,1.091562861178888
2020-01-01,Northern,Gakenke,Rushashi,18625,173,9.288590604026846
2020-02-01,Northern,Gakenke,Rushashi,18625,184,9.879194630872483
2020-03-01,Northern,Gakenke,Rushashi,18625,190,10.201342281879194
2020-04-01,Northern,Gakenke,Rushashi,18625,108,5.798657718120806
2020-05-01,Northern,Gakenke,Rushashi,18625,120,6.442953020134228
2020-06-01,Northern,Gakenke,Rushashi,18625,46,2.469798657718121
2020-07-01,Northern,Gakenke,Rushashi,18625,22,1.1812080536912752
2020-08-01,Northern,Gakenke,Rushashi,18625,8,0.42953020134228187
2020-09-01,Northern,Gakenke,Rushashi,18625,24,1.2885906040268458
2020-10-01,Northern,Gakenke,Rushashi,18625,12,0.6442953020134229
2020-11-01,Northern,Gakenke,Rushashi,18625,8,0.42953020134228187
2020-12-01,Northern,Gakenke,Rushashi,18625,2,0.10738255033557047
2021-01-01,Northern,Gakenke,Rushashi,18729,43,2.295904746649581
2021-02-01,Northern,Gakenke,Rushashi,18729,8,0.42714506914410805
2021-03-01,Northern,Gakenke,Rushashi,18729,23,1.2280420737893107
2021-04-01,Northern,Gakenke,Rushashi,18729,28,1.4950077420043784
2021-05-01,Northern,Gakenke,Rushashi,18729,33,1.761973410219446
2021-06-01,Northern,Gakenke,Rushashi,18729,36,1.9221528111484865
2021-07-01,Northern,Gakenke,Rushashi,18729,11,0.5873244700731486
2021-08-01,Northern,Gakenke,Rushashi,18729,12,0.640717603716162
2021-09-01,Northern,Gakenke,Rushashi,18729,13,0.6941107373591756
2021-10-01,Northern,Gakenke,Rushashi,18729,14,0.7475038710021892
2021-11-01,Northern,Gakenke,Rushashi,18729,24,1.281435207432324
2021-12-01,Northern,Gakenke,Rushashi,18729,22,1.1746489401462972
2022-01-01,Northern,Gakenke,Rushashi,18835,65,3.4510220334483677
2022-02-01,Northern,Gakenke,Rushashi,18835,65,3.4510220334483677
2022-03-01,Northern,Gakenke,Rushashi,18835,63,3.3448367401114947
2022-04-01,Northern,Gakenke,Rushashi,18835,50,2.654632333421821
2022-05-01,Northern,Gakenke,Rushashi,18835,66,3.504114680116804
2022-06-01,Northern,Gakenke,Rushashi,18835,35,1.8582426333952748
2022-07-01,Northern,Gakenke,Rushashi,18835,28,1.4865941067162198
2022-08-01,Northern,Gakenke,Rushashi,18835,31,1.645872046721529
2022-09-01,Northern,Gakenke,Rushashi,18835,44,2.3360764534112026
2022-10-01,Northern,Gakenke,Rushashi,18835,42,2.2298911600743296
2022-11-01,Northern,Gakenke,Rushashi,18835,60,3.185558800106185
2022-12-01,Northern,Gakenke,Rushashi,18835,71,3.769577913458986
2023-01-01,Northern,Gakenke,Rushashi,18941,44,2.3230030093448075
2023-02-01,Northern,Gakenke,Rushashi,18941,28,1.478274642310332
2023-03-01,Northern,Gakenke,Rushashi,18941,9,0.47515970645689243
2023-04-01,Northern,Gakenke,Rushashi,18941,17,0.8975238899741302
2023-05-01,Northern,Gakenke,Rushashi,18941,13,0.6863417982155113
2023-06-01,Northern,Gakenke,Rushashi,18941,19,1.0031149358534397
2023-07-01,Northern,Gakenke,Rushashi,18941,23,1.2142970276120586
2023-08-01,Northern,Gakenke,Rushashi,18941,19,1.0031149358534397
2023-09-01,Northern,Gakenke,Rushashi,18941,15,0.7919328440948208
2023-10-01,Northern,Gakenke,Rushashi,18941,14,0.739137321155166
2023-11-01,Northern,Gakenke,Rushashi,18941,8,0.42236418351723776
2023-12-01,Northern,Gakenke,Rushashi,18941,15,0.7919328440948208
2024-01-01,Northern,Gakenke,Rushashi,19048,29,1.5224695506089878
2024-02-01,Northern,Gakenke,Rushashi,19048,19,0.9974800503989921
2024-03-01,Northern,Gakenke,Rushashi,19048,24,1.25997480050399
2024-04-01,Northern,Gakenke,Rushashi,19048,21,1.1024779504409912
2024-05-01,Northern,Gakenke,Rushashi,19048,11,0.5774884502309954
2024-06-01,Northern,Gakenke,Rushashi,19048,30,1.5749685006299874
2024-07-01,Northern,Gakenke,Rushashi,19048,13,0.6824863502729945
2024-08-01,Northern,Gakenke,Rushashi,19048,23,1.2074758504829903
2024-09-01,Northern,Gakenke,Rushashi,19048,39,2.0474590508189836
2024-10-01,Northern,Gakenke,Rushashi,19048,47,2.4674506509869802
2024-11-01,Northern,Gakenke,Rushashi,19048,62,3.254934901301974
2024-12-01,Northern,Gakenke,Rushashi,19048,69,3.6224275514489714
2025-01-01,Northern,Gakenke,Rushashi,19048,96,5.03989920201596
2025-02-01,Northern,Gakenke,Rushashi,19048,53,2.7824443511129777
2025-03-01,Northern,Gakenke,Rushashi,19048,53,2.7824443511129777
2025-04-01,Northern,Gakenke,Rushashi,19048,79,4.147417051658967
2025-05-01,Northern,Gakenke,Rushashi,19048,73,3.8324233515329693
2020-01-01,Northern,Rulindo,Rusiga,12895,36,2.791779759596743
2020-02-01,Northern,Rulindo,Rusiga,12895,14,1.0856921287320667
2020-03-01,Northern,Rulindo,Rusiga,12895,23,1.7836370686312524
2020-04-01,Northern,Rulindo,Rusiga,12895,18,1.3958898797983714
2020-05-01,Northern,Rulindo,Rusiga,12895,11,0.8530438154323381
2020-06-01,Northern,Rulindo,Rusiga,12895,3,0.23264831329972857
2020-07-01,Northern,Rulindo,Rusiga,12895,12,0.9305932531989143
2020-08-01,Northern,Rulindo,Rusiga,12895,12,0.9305932531989143
2020-09-01,Northern,Rulindo,Rusiga,12895,7,0.5428460643660333
2020-10-01,Northern,Rulindo,Rusiga,12895,4,0.31019775106630476
2020-11-01,Northern,Rulindo,Rusiga,12895,4,0.31019775106630476
2020-12-01,Northern,Rulindo,Rusiga,12895,5,0.38774718883288095
2021-01-01,Northern,Rulindo,Rusiga,13171,8,0.6073950345455925
2021-02-01,Northern,Rulindo,Rusiga,13171,2,0.15184875863639813
2021-03-01,Northern,Rulindo,Rusiga,13171,5,0.3796218965909954
2021-04-01,Northern,Rulindo,Rusiga,13171,3,0.22777313795459722
2021-05-01,Northern,Rulindo,Rusiga,13171,8,0.6073950345455925
2021-06-01,Northern,Rulindo,Rusiga,13171,17,1.2907144484093842
2021-07-01,Northern,Rulindo,Rusiga,13171,0,0.0
2021-08-01,Northern,Rulindo,Rusiga,13171,1,0.07592437931819906
2021-09-01,Northern,Rulindo,Rusiga,13171,7,0.5314706552273936
2021-10-01,Northern,Rulindo,Rusiga,13171,8,0.6073950345455925
2021-11-01,Northern,Rulindo,Rusiga,13171,10,0.7592437931819908
2021-12-01,Northern,Rulindo,Rusiga,13171,6,0.45554627590919444
2022-01-01,Northern,Rulindo,Rusiga,13452,9,0.6690454950936663
2022-02-01,Northern,Rulindo,Rusiga,13452,11,0.8177222717811479
2022-03-01,Northern,Rulindo,Rusiga,13452,11,0.8177222717811479
2022-04-01,Northern,Rulindo,Rusiga,13452,8,0.5947071067499257
2022-05-01,Northern,Rulindo,Rusiga,13452,8,0.5947071067499257
2022-06-01,Northern,Rulindo,Rusiga,13452,8,0.5947071067499257
2022-07-01,Northern,Rulindo,Rusiga,13452,9,0.6690454950936663
2022-08-01,Northern,Rulindo,Rusiga,13452,14,1.0407374368123699
2022-09-01,Northern,Rulindo,Rusiga,13452,10,0.7433838834374071
2022-10-01,Northern,Rulindo,Rusiga,13452,4,0.29735355337496283
2022-11-01,Northern,Rulindo,Rusiga,13452,7,0.5203687184061849
2022-12-01,Northern,Rulindo,Rusiga,13452,9,0.6690454950936663
2023-01-01,Northern,Rulindo,Rusiga,13739,7,0.5094985078972268
2023-02-01,Northern,Rulindo,Rusiga,13739,8,0.5822840090254021
2023-03-01,Northern,Rulindo,Rusiga,13739,1,0.07278550112817526
2023-04-01,Northern,Rulindo,Rusiga,13739,3,0.2183565033845258
2023-05-01,Northern,Rulindo,Rusiga,13739,3,0.2183565033845258
2023-06-01,Northern,Rulindo,Rusiga,13739,3,0.2183565033845258
2023-07-01,Northern,Rulindo,Rusiga,13739,5,0.36392750564087634
2023-08-01,Northern,Rulindo,Rusiga,13739,1,0.07278550112817526
2023-09-01,Northern,Rulindo,Rusiga,13739,3,0.2183565033845258
2023-10-01,Northern,Rulindo,Rusiga,13739,5,0.36392750564087634
2023-11-01,Northern,Rulindo,Rusiga,13739,5,0.36392750564087634
2023-12-01,Northern,Rulindo,Rusiga,13739,1,0.07278550112817526
2024-01-01,Northern,Rulindo,Rusiga,14033,14,0.9976484001995296
2024-02-01,Northern,Rulindo,Rusiga,14033,9,0.641345400128269
2024-03-01,Northern,Rulindo,Rusiga,14033,4,0.2850424000570085
2024-04-01,Northern,Rulindo,Rusiga,14033,9,0.641345400128269
2024-05-01,Northern,Rulindo,Rusiga,14033,11,0.7838666001567732
2024-06-01,Northern,Rulindo,Rusiga,14033,10,0.7126060001425212
2024-07-01,Northern,Rulindo,Rusiga,14033,7,0.4988242000997648
2024-08-01,Northern,Rulindo,Rusiga,14033,9,0.641345400128269
2024-09-01,Northern,Rulindo,Rusiga,14033,25,1.7815150003563032
2024-10-01,Northern,Rulindo,Rusiga,14033,18,1.282690800256538
2024-11-01,Northern,Rulindo,Rusiga,14033,12,0.8551272001710255
2024-12-01,Northern,Rulindo,Rusiga,14033,27,1.9240362003848073
2025-01-01,Northern,Rulindo,Rusiga,14033,29,2.0665574004133114
2025-02-01,Northern,Rulindo,Rusiga,14033,20,1.4252120002850424
2025-03-01,Northern,Rulindo,Rusiga,14033,16,1.140169600228034
2025-04-01,Northern,Rulindo,Rusiga,14033,32,2.280339200456068
2025-05-01,Northern,Rulindo,Rusiga,14033,13,0.9263878001852776
2020-01-01,Kigali,Gasabo,Rusororo,55290,3565,64.47820582383794
2020-02-01,Kigali,Gasabo,Rusororo,55290,2048,37.041056248869594
2020-03-01,Kigali,Gasabo,Rusororo,55290,2160,39.06673901247965
2020-04-01,Kigali,Gasabo,Rusororo,55290,1643,29.71604268402966
2020-05-01,Kigali,Gasabo,Rusororo,55290,1234,22.318683306203656
2020-06-01,Kigali,Gasabo,Rusororo,55290,1062,19.207813347802496
2020-07-01,Kigali,Gasabo,Rusororo,55290,713,12.89564116476759
2020-08-01,Kigali,Gasabo,Rusororo,55290,582,10.526315789473683
2020-09-01,Kigali,Gasabo,Rusororo,55290,369,6.673901247965274
2020-10-01,Kigali,Gasabo,Rusororo,55290,429,7.759088442756376
2020-11-01,Kigali,Gasabo,Rusororo,55290,234,4.232230059685296
2020-12-01,Kigali,Gasabo,Rusororo,55290,278,5.028034002532103
2021-01-01,Kigali,Gasabo,Rusororo,58448,913,15.62072269367643
2021-02-01,Kigali,Gasabo,Rusororo,58448,513,8.77703257596496
2021-03-01,Kigali,Gasabo,Rusororo,58448,498,8.52039419655078
2021-04-01,Kigali,Gasabo,Rusororo,58448,1091,18.666164796058034
2021-05-01,Kigali,Gasabo,Rusororo,58448,714,12.215986860114974
2021-06-01,Kigali,Gasabo,Rusororo,58448,458,7.836025184779633
2021-07-01,Kigali,Gasabo,Rusororo,58448,1418,24.260881467287163
2021-08-01,Kigali,Gasabo,Rusororo,58448,1168,19.98357514371749
2021-09-01,Kigali,Gasabo,Rusororo,58448,1131,19.35053380782918
2021-10-01,Kigali,Gasabo,Rusororo,58448,551,9.427183137147551
2021-11-01,Kigali,Gasabo,Rusororo,58448,948,16.219545578976184
2021-12-01,Kigali,Gasabo,Rusororo,58448,1274,21.797153024911033
2022-01-01,Kigali,Gasabo,Rusororo,61787,560,9.063395212585172
2022-02-01,Kigali,Gasabo,Rusororo,61787,310,5.01723663553822
2022-03-01,Kigali,Gasabo,Rusororo,61787,541,8.755887160729603
2022-04-01,Kigali,Gasabo,Rusororo,61787,658,10.649489374787578
2022-05-01,Kigali,Gasabo,Rusororo,61787,1025,16.5892501658925
2022-06-01,Kigali,Gasabo,Rusororo,61787,825,13.35232330425494
2022-07-01,Kigali,Gasabo,Rusororo,61787,786,12.721122566235616
2022-08-01,Kigali,Gasabo,Rusororo,61787,692,11.199766941265963
2022-09-01,Kigali,Gasabo,Rusororo,61787,788,12.753491834851992
2022-10-01,Kigali,Gasabo,Rusororo,61787,629,10.18013497985013
2022-11-01,Kigali,Gasabo,Rusororo,61787,966,15.634356741709421
2022-12-01,Kigali,Gasabo,Rusororo,61787,1199,19.40537653551718
2023-01-01,Kigali,Gasabo,Rusororo,65316,939,14.376263090207605
2023-02-01,Kigali,Gasabo,Rusororo,65316,486,7.440749586625023
2023-03-01,Kigali,Gasabo,Rusororo,65316,389,5.955661706166942
2023-04-01,Kigali,Gasabo,Rusororo,65316,380,5.817870047155368
2023-05-01,Kigali,Gasabo,Rusororo,65316,557,8.527772674383
2023-06-01,Kigali,Gasabo,Rusororo,65316,456,6.981444056586441
2023-07-01,Kigali,Gasabo,Rusororo,65316,365,5.588217282136077
2023-08-01,Kigali,Gasabo,Rusororo,65316,200,3.062036866923878
2023-09-01,Kigali,Gasabo,Rusororo,65316,316,4.838018249739727
2023-10-01,Kigali,Gasabo,Rusororo,65316,484,7.4101292179557845
2023-11-01,Kigali,Gasabo,Rusororo,65316,722,11.053953089595199
2023-12-01,Kigali,Gasabo,Rusororo,65316,948,14.51405474921918
2024-01-01,Kigali,Gasabo,Rusororo,69047,490,7.096615348965198
2024-02-01,Kigali,Gasabo,Rusororo,69047,952,13.787709820846668
2024-03-01,Kigali,Gasabo,Rusororo,69047,696,10.080090373224037
2024-04-01,Kigali,Gasabo,Rusororo,69047,798,11.557344996886178
2024-05-01,Kigali,Gasabo,Rusororo,69047,799,11.571827885353455
